,users,yields,followers
36032,Sinner207,-11.13,4
36033,Dasa555,27.45,0
36034,Voron84,0.16,6
36035,NikosEkb,5.47,2
36036,Orwell1,10.23,0
36037,Maslovigor05,5.4,0
36038,Akkuratnji31,-150.97,70
36039,MrNikev,5.22,2
36040,Aleshin88,-51.4,4
36041,Dzhu_de_acc,-30.5,1
36042,Suljek,-351.61,26
36043,Edmix1,6.84,2
36044,eltopoo,30.89,5
36045,Turych,0.0,0
36046,kwax,-35.74,4
36047,VitoGold,-126.69,4
36048,ilya6819,5.73,1
36049,MilliarderAlex,-7.69,140
36050,Shuragun,18.56,5
36051,Devka1990,-406.55,1
36052,Skillous,12.2,2
36053,AndrewKu,4.42,0
36054,gashik_invest,47.71,24
36055,Anton069,66.0,1
36056,Tapany,46.97,0
36057,Al_Svi,36.38,0
36058,TProfitTrader,-51.88,0
36059,Den88888,0.0,0
36060,Dengi_Sueta,-364.74,26
36061,G_L20xx,26.44,2
36062,iakhromov,-3.01,1
36063,qwsse3,0.0,0
36064,Spacelisa,-184.2,14
36065,sl77777,7.25,2
36066,Leryasha,-9.95,27
36067,Frede_rico,36.09,2
36068,MrChuga,-2.93,0
36069,Sssergeyyy,-73.15,32
36070,wekt,22.82,1
36071,Bankir92,14.92,4
36072,Alex1234567890123,-0.02,0
36073,karthur,33.34,0
36074,KDDINKO,0.0,0
36075,spark52,4.86,3
36076,cmvdg,5.45,0
36077,MudriyMao,-55.52,1
36078,Vlad01,7.82,4
36079,monro,31.01,4
36080,cherepashkins,4.78,0
36081,Strateg354,-114.44,44
36082,DoctorLector,13.42,305
36083,azatzvuk,10.29,11
36084,adbul1980,4.72,0
36085,Jetside,-5.43,4
36086,AntonCheremisin,-1.82,2
36087,VAA_Invest,-1.12,16
36088,PickleRick137,16.14,0
36089,suvorik,-26.35,1
36090,InvestSapiens,4.95,10
36091,Kapitan_Ninja,27.91,5
36092,Perm777,-181.94,3
36093,Aleks2050,35.14,0
36094,koka2012,-14.47,0
36095,Russkiy_kommersant,-122.68,11
36096,optisom,105.75,0
36097,DenisDen_is,18.25,1
36098,Pavlosz,0.98,2
36099,ivan.r,-6.82,52
36100,galstuk83net,-4.28,1
36101,kaparza,25.07,10
36102,Avr0n,1.37,10
36103,lordArtemkul,-56.99,1
36104,ZORROinvest154,-9.96,0
36105,99lvl,1.11,5
36106,MoneyToMe369,0.0,0
36107,UmarOvAdlan,0.08,16
36108,MedveGun,47.64,4
36109,TBOU_BATR,-8.3,296
36110,Al.Te,-14.13,3
36111,Pivkooff,33.82,0
36112,Tomat_cok,-4.19,53
36113,Bezda.r,57.0,0
36114,Ruslan1igorev,7.94,1
36115,ZadomNapered,-6.12,2
36116,qwwww1,5.22,0
36117,Mixxfixx,-21.29,1
36118,BigGun,18.61,9
36119,_Winner_Takes_All_,-86.74,20
36120,Youndlxrd,13.44,2
36121,__Artemiy__,1.47,15
36122,Alezq,0.0,0
36123,dzennnnn,38.16,2
36124,SpiderInvestor,48.58,85
36125,NikKirsanov94,-0.31,0
36126,kolamba55,-11.78,0
36127,El_Kotletos,0.0,63
36128,harm666,44.67,1
36129,50HA50,-5.91,263
36130,zertga,5.76,0
36131,Dzheyson,0.0,0
36132,Alina_xyrma,0.0,0
36133,analdefender,20.07,14
36134,MarselD,25.33,0
36135,YAKUT82RUS,21.82,0
36136,frzkr,35.94,7
36137,Fedor.1,2.46,2
36138,Yupy,198.9,423
36139,fil_v.2.0,-107.82,7
36140,ArtiHello,8.47,0
36141,GrafTortuga,-0.21,13
36142,__MilkyWay__,-6.2,1
36143,AndDrew63,10.65,8
36144,ghostersghost,-63.6,0
36145,uyobene,4.05,27
36146,shmkv.152,0.0,0
36147,Mr.Ivan_crazy,41.73,1
36148,minimax,30.33,38
36149,alexxeva123,-51.35,5
36150,Yaroslav1307,219.04,27
36151,No_Kindnes,45.24,0
36152,Tiemc,198.95,2
36153,Samfromsirius,41.22,1
36154,Diogenvbo4ke,0.08,1
36155,VAlexei76,82.38,23
36156,Nemo816,0.0,12
36157,akrelav,-72.42,113
36158,Eugeny_Bublik,15.96,7
36159,alecsahdr,10.76,0
36160,Anna3007L,-35.48,2
36161,bablo11,2.69,1
36162,Zbs3000,-502.42,5
36163,AlexMefod,171.11,480
36164,Kitty_Jane,-41.69,14
36165,88800888,0.0,0
36166,AhmeDos77,-6.8,1
36167,Archit,0.0,0
36168,l1asha,-14.11,5
36169,Xellz,48.71,6
36170,Radik.1,21.05,4
36171,alexa_ae,0.99,0
36172,Maksim_Agafonov,-27.6,5
36173,Maxwell_,63.75,14
36174,NatPh,-29.76,0
36175,alexE2,2.4,0
36176,Ekaterinkakom,49.6,10
36177,11SiMbA,-48.51,2
36178,PULSvPLUS,1.36,0
36179,Fifafis,24.57,17
36180,CasinoGrabber,-230.43,20
36181,Sistema_Official,0.0,0
36182,YURRRCHA,-54.83,61
36183,BaffetSerg,1.24,8
36184,_Diman_,38.12,40
36185,Orypcman,12.07,2
36186,Sergei123rus,0.38,0
36187,Drunk_octopus,18.57,1
36188,TargetoloG,0.0,0
36189,w3c3,17.26,0
36190,Demon090,-0.12,0
36191,EnverM,11.35,3
36192,Maestro_birzhi,-49.27,7
36193,Held22,-1.72,0
36194,Vitali_Guida,40.87,1
36195,Sashapochesnoky,3.7,0
36196,Aerowind,-90.5,23
36197,koledgio,-84.49,9
36198,888black,-2.68,95
36199,Andruxa_007,35.93,3
36200,manyachina,24.24,0
36201,Kirill_Tieman,7.66,0
36202,Mavvka,5.12,1
36203,Aum,-14.56,6
36204,Insider_iz_Moscow_city,0.0,0
36205,Garsa,37.17,506
36206,Polyyakoff,31.17,1
36207,Gleb_Sharov,53.05,2402
36208,mvi78,27.27,3
36209,Alex20095,5.28,0
36210,LeraErsh,21.55,9
36211,1965VLAD,43.3,2
36212,dmitriy2612,-2.07,0
36213,IvanArhi,-56.22,3
36214,Maks0656,4.56,4
36215,Kirik0,26.56,3
36216,_SU_MEN_,16.03,35
36217,Serg_boch_20,0.0,0
36218,ValerKir,40.45,2
36219,Koltak,-37.26,2
36220,fox_cartoon,17.32,181
36221,CrazyHamster22,-53.08,44
36222,Dag47,1380.14,1
36223,rustam__777,27.62,1
36224,_GURU,27.24,29
36225,Mudnght,9.09,3
36226,maks_belchenko,1.76,16
36227,Bigbrat89,12.18,9
36228,Project27,39.27,5
36229,AkonitTrip,0.16,0
36230,Ed_14,17.32,2
36231,Zheka_Molodoi,67.88,0
36232,knyazkov,0.03,26
36233,KirillKha,32.89,0
36234,Roman7100,75.38,5
36235,DasLongas,28.49,11
36236,Sins72,-359.94,33
36237,PoMaXa1987,-12.94,0
36238,Arturjke,35.36,1
36239,ianisimov,0.0,0
36240,Vadik834,53.53,0
36241,Zeliboba_spb,-103.21,8
36242,Suzakuya,23.75,0
36243,Maximus.invest,196.0,1
36244,fifty,-9.07,14
36245,Gena_Doikin,15.03,2
36246,alex40russia,19.59,0
36247,UltraKEK,4.26,1
36248,YanEgg,9.41,0
36249,_Max_Money_,41.67,4
36250,Ininvestment,2.1,2
36251,Start_RU_Invest,35.69,13
36252,Inan4ik,26.0,0
36253,Zolotoy_sovet,44.97,0
36254,skillanet,5.61,1
36255,Dmitriy7777777777,-67.04,5
36256,Woltah,-367.52,2
36257,Shkalev,37.96,1
36258,Ayratik555,-114.06,9
36259,Evgenii7478,-62.5,2
36260,7denchik,47.51,51
36261,VERA_BULLDOZER,77.46,143
36262,adroit,-15.88,21
36263,Tori_prosto_Tori,0.0,0
36264,pilik,47.3,4
36265,Mi2Mi24,2.08,23
36266,Veseliy39rus,-4.25,1
36267,Dimitriiiiiiiiiiii,5.55,0
36268,Dmitrieva_nn,-82.84,1
36269,ARS102,17.24,1
36270,savoskin_,-62.7,1
36271,hell_or_paradise,30.92,0
36272,27743,26.4,0
36273,prorok11,-1.63,1
36274,dopesound,5.48,1
36275,Victoria_profit2020,0.0,0
36276,Olgalamp,-36.25,8
36277,DedEvor,58.84,1
36278,alohadims,46.32,6
36279,bratikhelp,21.48,18
36280,Sergei_Gmyrya,1.27,3
36281,sunkidos,93.16,2
36282,VLFD,32.98,0
36283,RGNL,17.86,4
36284,maulll,-2.56,3
36285,jkaz,-5.2,0
36286,Shul999,32.04,9
36287,Lezer_Mordechai,0.76,4
36288,D1ch,-66.21,1
36289,kentavrart,-41.17,18
36290,nelepaf,-5.91,0
36291,EasyMoney123,-285.21,2
36292,Gekko88,-107.21,87
36293,max193,31.97,2
36294,Shederer,28.88,1
36295,Feraldruid,63.16,14
36296,Lundex,-4.33,2
36297,KOPIZLATO,26.28,2
36298,Aurora0412,77.87,14
36299,a6pukoS,-248.81,0
36300,Victoriaseier,8.97,10
36301,Afina_invest,26.61,8
36302,Svetlya_Ya,5.26,3
36303,Aleksei012,-18.27,0
36304,lanastu,29.12,1
36305,Maksym_,0.0,0
36306,InvMennn,52.91,14
36307,lend200,0.0,0
36308,SayYess,33.05,39
36309,panda146,11.68,1
36310,nd_yar,-20.63,183
36311,vedmak01,28.93,2
36312,Baranov_15,14.26,8
36313,Gordevius,-380.92,0
36314,KillRealll,76.43,1069
36315,ushol,24.0,69
36316,Fernando_Fetucelli,-60.34,0
36317,kirsen,-12.9,1
36318,novikov05_,30.91,10
36319,Sergey_Bondarenko,58.44,11
36320,oriker,-0.26,1
36321,stasy.st,0.0,0
36322,Vasiliy_Profitov,0.0,0
36323,mariemm,8.06,0
36324,BARON.TERMUX,2.54,6
36325,SAD30,-0.32,0
36326,Mike8,36.65,5
36327,MaryasovD,-108.4,19
36328,LapA095,-16.65,2
36329,dobrik228,3.63,0
36330,scyprus,-43.47,8
36331,Reducent,-68.8,4
36332,ww_artem,-10.99,0
36333,frozzz,0.0,2
36334,kromnomo,16.46,1099
36335,ivan_verevkin,-39.72,1943
36336,Taurus_05,-6.54,61
36337,Kruasandrburger,-6.33,3
36338,_Romario_,-13.76,4
36339,Kassiopeya1,-54.42,74
36340,STABLE_INCOME_,23.13,60
36341,unmdCzar,4.02,0
36342,Valdys,22.01,4
36343,Nastya2222,-82.37,3
36344,AiJo_Mops,18.86,5
36345,latipow,-159.04,4
36346,Lector82,-425.8,27
36347,iziTest,23.48,2
36348,QDAY,8.72,57
36349,MaksSV,11.76,0
36350,88Galya88,-4.25,42
36351,SirotaM,-63.3,3
36352,agent2003,19.36,14
36353,yaepowa,-134.4,0
36354,EvanN,145.99,626
36355,zarly,-11.33,179
36356,POTUS,12.46,1437
36357,RasskazovAS,44.62,0
36358,gdedengi01,2.52,1
36359,natasha1974,-19.59,13
36360,DenSbas,-5.62,0
36361,MoHaxBTpycax,-71.14,3
36362,Asoba,0.0,0
36363,BigBull,31.64,121
36364,Toxxa,-13.62,1
36365,Efim186,-0.92,0
36366,chebotrev.egen98,-47.56,2
36367,SHSHKNA,13.17,4
36368,OVCHINNIKOV,32.72,57
36369,MoonDel,-130.22,20
36370,Luna_li,22.57,75
36371,genus1991,27.64,1
36372,old47,32.53,1
36373,ferrying,125.85,18
36374,ZaK888,-224.31,5
36375,TheRoaringKitty,-99.0,52
36376,7_Ninel_7,30.84,23
36377,VovkaShico,-4.83,4
36378,Bubenchiki,14.45,0
36379,AnelcuH,27.14,1
36380,MoneyLovesAccount,32.42,23
36381,Still_Russian,1419.11,1507
36382,ZhenyaPotapov,-16.49,107
36383,matvei1990,24.43,0
36384,NE0_073,2.03,2
36385,ikardoc,3.36,31
36386,VladOsik_1,21.78,28
36387,OnlyMaks,19.13,4
36388,sasha_zasha,33.4,4
36389,umahanov,9.2,0
36390,Ogenri,17.0,37
36391,sidthartha,0.0,0
36392,war4life,73.88,30
36393,henam,0.0,0
36394,ZS_Vladimirovich,0.0,0
36395,Kings_Kot,5.28,0
36396,sanek554,-2.39,0
36397,GuloGulo,-14.07,0
36398,FilippOKk,364.1,8
36399,Eustace_77,35.96,0
36400,adel228,0.0,0
36401,DonVartan,3.76,0
36402,Flyway,100.67,1
36403,SegaEkaterinburgski,-121.65,1
36404,eNrgg,-1.01,12
36405,fin_punk,0.01,0
36406,sergo2004g,-35.66,2
36407,Solntsepodobniy,-12.24,1
36408,nkvpd,38.18,6
36409,nigmat001,0.89,2
36410,investing0,-13.66,0
36411,Accumulate_multiply,3.25,10
36412,InvestorPercival,37.3,0
36413,avterra,-234.92,439
36414,Novopiter,-43.97,9
36415,D___S,-360.73,31
36416,sheldonson,0.37,1
36417,imnotafreakk,5.8,3
36418,Andrey_Potential,-0.8,111
36419,Kshusyap,-71.1,8
36420,Inv_Art,-122.09,4
36421,SergioPo,-22.13,5
36422,Aerosp,26.5,2
36423,B_W,-11.63,111
36424,liveluveldar,0.66,1
36425,RomabG,3.3,0
36426,Triiniti,9.56,8
36427,daler1dom,6.71,4
36428,IRINA_P1,165.72,6
36429,Romaizi,-29.1,1
36430,Wester_,-13.88,0
36431,ShimaraMishi,-23.61,2
36432,NeProstoiParen,-148.02,7
36433,Biophilos,14.74,10
36434,ArtemEvans,49.62,2
36435,_Student,0.71,1
36436,Web_Alex,2.48,0
36437,Aleksandr___1,10.31,0
36438,bukanton,15.22,0
36439,ex_volos,6.57,1
36440,Juzhny_Uragan,-83.77,9
36441,bochenkovea,-0.56,1
36442,sifon1982,0.0,0
36443,Hotrods,-20.05,5
36444,timasan07,-11.46,6
36445,DeathROOT,-30.76,2
36446,valenok1974,-52.62,8
36447,SanychM,-113.67,12
36448,TheRock007,29.49,1
36449,Silent_VL,-25.37,0
36450,Pension2023morozoff1,12.76,90
36451,Sergey_Se,19.66,357
36452,LestatdeLinkur,47.02,0
36453,Demetrius97,8.7,2
36454,Kausov,-0.42,12
36455,Euph0ri9,2.3,2
36456,Nastyamaler,14.17,0
36457,NataliaVasilenkova,33.65,0
36458,sviad,32.48,52
36459,Kapan03,-3.72,1
36460,inkognida,12.26,0
36461,Maskoveus,0.0,0
36462,Ing.War,8.73,6
36463,Gowest24,27.96,0
36464,Intruder2003,27.82,0
36465,TverskoyYoutube,43.04,2
36466,dyrman22,6.72,0
36467,InvestAlex9,28.18,0
36468,Henry_Ross,1.27,1204
36469,LOXHEC,15.17,4
36470,1kreator,-17.85,5
36471,86surgut,-1.54,0
36472,AndreyBelov76,-21.72,9
36473,xbppx,-4.19,54
36474,artigar,31.99,1
36475,ucuenfndus,-3.88,1
36476,farid94,-34.09,1
36477,8millionersha,33.64,17
36478,putnik43,-26.91,2
36479,shura_baratrum666,-72.74,6
36480,J00hn,55.7,0
36481,stockspuIse,-73.46,1738
36482,Gogobiz_akt,12.53,2
36483,sazhin,53.82,2
36484,Glupets,33.64,7
36485,EgDis,55.66,0
36486,Garrosh,48.89,9
36487,gash_gt,-1.49,19
36488,Ilein25,2.17,8
36489,Dipexi,10.55,1
36490,Cutting_Wind,-120.64,1
36491,Vigor,0.0,0
36492,BOSS013,-185.33,1
36493,FREDDY92,0.28,0
36494,moneyless,-54.15,21
36495,intrigue,25.68,0
36496,baikal_money,-228.39,1
36497,ROMABULDOZER,0.0,0
36498,kka.irk,-0.83,0
36499,S1rius,-59.28,6
36500,farfura,0.0,0
36501,Denkych,28.07,2
36502,VVP12,-119.25,9
36503,Toligan1972,4.64,0
36504,OlegNyOkey,17.27,23
36505,puncher1999,4.82,1
36506,Mr.Kotikoff,57.82,1
36507,Nastysja,13.96,7
36508,Azad540,-56.59,0
36509,Wertasa,-1.02,1
36510,Yan4ik,-133.95,1
36511,Gimnast1,72.74,10
36512,Musa008,-54.68,0
36513,Opel167,71.49,1
36514,Gekson1,-47.34,1
36515,codex842,-46.02,5
36516,vladlem45,2.1,0
36517,Viktor54321,0.0,0
36518,Sergey_Sergeevi4_G,-13.77,68
36519,DmitriySVE,19.08,1
36520,Penner,40.45,5
36521,Igor_proKeksik888,-40.76,30
36522,MultiCat,27.21,31
36523,MobakaSuhtar,6.63,1
36524,SimplyLex,108.42,872
36525,dima_spets,0.0,0
36526,Raimonds1988,34.91,9
36527,igorsems,-7.86,2
36528,maksfeed1,-3.71,4
36529,AnatoliyTolichh,-62.77,6
36530,RandomKid327,0.19,1
36531,STARKUS,-22.66,0
36532,beluy555,0.0,0
36533,laskar,-5.14,0
36534,Book.and,31.96,0
36535,invest_starts,18.6,17
36536,Nebrobroker,19.95,4
36537,MasterCh1ef,-22.16,2
36538,egor1979,-19.93,4
36539,olegatr1965,0.0,0
36540,derfenix,-3.09,3
36541,evq81,6.53,1
36542,Agressive__Trader,-12.97,127
36543,Xinon4ik,2.81,2
36544,_Bannoe_ka3UHo_,89.76,16
36545,Kituha4,52.55,1
36546,xovanski777invest,27.5,0
36547,v22i22t,33.84,14
36548,Beg777,29.14,4
36549,AKURA,11.38,6
36550,VanoNakoval,-20.64,2
36551,All_Leks,33.12,1
36552,lMaka,-419.35,20
36553,Nerast,31.12,0
36554,Ars_alex,-5.13,0
36555,BoomPro,-21.09,40
36556,mr.Obnimans,21.42,6
36557,Igorek47,19.02,1
36558,MGTV_Channel,-4.61,0
36559,John5614,-5.48,6
36560,Belyash_,-341.63,100
36561,Sahara1980,-10.48,0
36562,Krestonosec,-112.04,0
36563,TomSmith,14.34,6
36564,KOSMONAVTIC,31.3,1
36565,Templeton21,90.04,7
36566,Kelly305,38.73,15
36567,RubenMan,9.31,17
36568,Kind0fMind,265.95,1006
36569,macsmacsimov,5.28,0
36570,BelHrc,23.15,1
36571,kitson,71.77,68
36572,Icongold,0.0,0
36573,chernoivan.x,20.43,3
36574,Psychoscout,13.48,42
36575,vladvolo85,-22.58,1
36576,nastya.president,36.91,46
36577,RuMarik,-267.92,4
36578,kesati,0.0,0
36579,Ruslan.Rafikov,24.53,2
36580,arniatplay,-2.4,13
36581,Jasper_2x,-23.27,13
36582,boosts,-0.11,0
36583,fruiprom,0.03,0
36584,Challenge,66.26,1
36585,kronsila,-96.21,4
36586,boy4ik,11.81,0
36587,IJJoK,15.97,0
36588,alexandr_great,13.7,2
36589,OneDeath,-28.23,3
36590,Ptashka757,-76.96,10
36591,LEHAVOLGOGRAD,-11.43,19
36592,Ace,46.93,7
36593,Berkut326,-90.93,3
36594,Symrak69,9.56,4
36595,NikolayKindness,-90.21,2
36596,Zhekich23,47.46,0
36597,Ggromm,12.94,11
36598,BeautifulFinance,198.99,920
36599,Doberius,0.06,0
36600,Ambitious_Newbie,3.63,16
36601,Tipichnyikhomiak,32.47,2
36602,CasinoEveryday,-8.75,0
36603,TechnoTraX,25.24,0
36604,TiltedHero,44.57,14
36605,vladkros,0.91,0
36606,FarruhKosimov,0.63,0
36607,l.investor,-25.31,3
36608,Dartikk,18.27,0
36609,lgl37,-122.01,1
36610,katerau,-17.87,0
36611,1999i,-121.58,0
36612,SashaSasha136,106.61,2
36613,GreenDaddypurple,5.11,0
36614,Alekseyxm,-5.64,2
36615,BigBoss1,2.03,0
36616,Daniil1991,94.63,0
36617,olgadub,0.0,0
36618,OtterFinance,-155.68,11
36619,siuvaikudi,-81.72,1
36620,Vilevich702rus,-4.04,6
36621,Veryshort,-114.24,43
36622,tolyann,-175.34,156
36623,SerjikNN,2.3,31
36624,mr.highwood,12.7,70250
36625,Mcwb,0.0,0
36626,Nikitin_Robert,9.25,0
36627,__vvp,30.98,4
36628,Ivannnnnnnnnnnnnnnnnn,2.3,0
36629,Stern88,32.09,0
36630,Aleksandrkis59,44.43,10
36631,Shaind,-0.49,0
36632,alwolf77,8.22,0
36633,CrazyFlire,-18.39,0
36634,ComisaR228,-85.77,9
36635,Azgordman,2.92,6
36636,Alucard23,77.02,4
36637,Kinozerov,-12.39,0
36638,marat77777,25.06,1
36639,HuntTrade,0.47,491
36640,Svalov,-147.83,1
36641,MissKatrinShow,27.64,4
36642,ValyaDiskoteka,-1.75,14
36643,Kari_bel,12.8,2
36644,yandexinvestor,-83.11,5
36645,Tramp_AUT,12.37,2
36646,MIR_BRO,78.88,22
36647,tuysday,29.05,2
36648,Yaromir14,-21.14,0
36649,Laleonprime,182.7,0
36650,irinacoach,84.6,1
36651,Rusty__,0.0,0
36652,LuchNik555,35.92,19
36653,Goldwara,20.05,1
36654,YA.PAPA,23.5,7
36655,Bez_imeni,-0.43,6
36656,Ildar001,-11.03,2
36657,Max_Factor_FY,50.16,10
36658,Mirina,137.12,2
36659,Beef,-68.38,2
36660,ego2303,7.35,0
36661,Zavodtanin,-35.03,4
36662,Flow77,6.71,0
36663,Clubka,-10.0,4
36664,BogdanovInvest,-106.25,2
36665,InquisitorN,-10.06,3
36666,Ka3yaP,4.98,0
36667,3YersTreider,0.0,1
36668,zemadev,-7.11,4
36669,00Ruslan00,-0.44,0
36670,Winnik,-93.67,3
36671,Komarik_invest,-30.02,1
36672,PavluhaMarkelov,-9.0,7
36673,TraderViktorRu,-3.73,1352
36674,Nimbeers,-5.71,0
36675,An_n_na,-1.12,23
36676,ayzukk,10.28,1
36677,YastrebovInvest,54.05,0
36678,miklesha,6.65,1
36679,Alonikk,-83.25,1
36680,Chiko74,-93.36,1
36681,ARVZ,0.0,0
36682,KimSon88,0.0,0
36683,Excellent8_8,-45.19,0
36684,DmitriyAvd,18.84,1
36685,Djon.z,-27.61,2
36686,MakSDollar,33.8,97
36687,tomkasar,41.0,1
36688,MaxDonalds,3.67,0
36689,shershen228,47.18,0
36690,AnalitikPro,31.22,9
36691,gf_ZorG,-102.22,1
36692,AleksGur83,-33.3,10
36693,InvestReizor,23.49,22
36694,Supgribnoy,-16.4,34
36695,Prohod_v_nogi,2.3,3
36696,Umar_43,-5.84,2
36697,top__invest,21.08,1
36698,Rustam70111,10.87,0
36699,Darcool,9.35,0
36700,NAGIBULIN,3.22,190
36701,MirrorOfTheWorld,0.0,23
36702,InvestMarketer,110.52,169
36703,My_Tatka92,0.26,1
36704,Sweda,15.17,6
36705,TihonS,0.04,0
36706,KUBA07,2.82,0
36707,Lucky_Zadnitsa,0.0,0
36708,Kukvid,44.58,1
36709,MATYPblM,-12.39,2
36710,Luchshiychel,27.56,10
36711,Genatsvali,0.0,0
36712,alexxxll,50.46,8
36713,InvestFrosya,46.76,7
36714,Tatyan_tatyan,-23.68,7
36715,Pronin.Pro,34.44,3
36716,Exuwex,6.64,3
36717,olga.karelia,-13.28,7
36718,Azazl,-69.1,16
36719,MS444,-1.15,225
36720,ZzzFILINzzZ,0.0,0
36721,cR1ptoNik,2.9,0
36722,aroevios,-0.08,0
36723,Zangetso,19.62,2
36724,tradehhelp,0.0,52
36725,gordeiDDD,-31.57,0
36726,123soulles123,0.0,0
36727,IvanInwesting,21.8,342
36728,mo2ya,18.61,4
36729,Bogdan93,40.97,0
36730,satellite0909,4.25,4
36731,Danil_Top,-143.95,28
36732,_11koval11_,-1.62,0
36733,DENder,-27.65,67
36734,Tomitaangel,67.98,7
36735,Nataly7Nataly,-48.32,6
36736,Max5545,8.02,0
36737,Invest_fest,0.72,289
36738,Sevenone,-11.58,1
36739,Bad_1nvestor,38.13,0
36740,UDOBNO,32.71,1
36741,Skazo4nikus,10.88,8
36742,InvestReality,5.54,277
36743,Solo_Ma,20.96,0
36744,0zen,57.18,7
36745,PavelKO,-15.13,0
36746,Dinozzzavr,45.7,2
36747,Michael_Dvoeglazov,79.57,2
36748,ViktoriaPro,6.51,8
36749,kazym,6.84,1
36750,zaborov174,5.34,0
36751,stalevar555,-147.01,0
36752,dawgdracy,5.42,0
36753,nbocharow,5.72,1
36754,Smirnov1,1.38,3
36755,Aleks2329,-6.62,1
36756,d__s,-38.96,0
36757,invest23,30.31,1
36758,sheff1,13.81,0
36759,Dim0n666,-380.7,3
36760,moneyme,27.25,10
36761,Merink,50.26,0
36762,FIRE_ADEPT,419.81,231
36763,competition_,5.4,1
36764,Ruskus88,0.0,0
36765,fgtry,85.58,1
36766,kulinicheva,26.69,105
36767,mr.Gordey,-5.58,2
36768,PaulFirst,0.0,0
36769,M00N_G00SE,30.22,1
36770,LarryKing2022,-179.82,69
36771,DzhK,13.32,0
36772,Katarna,4.31,21
36773,AlPOMAZ,-0.31,0
36774,mikirurg,26.88,2
36775,swetlana1981,37.83,2
36776,Lomak1n,-9.44,0
36777,Noboru_Vataya,-73.12,41
36778,patriot34,-185.26,69
36779,Algaer,31.28,4
36780,irinaChysovoi,-1.94,18
36781,1billion,6.35,29
36782,Y0han,5.05,1
36783,Gu1aK,-32.88,0
36784,semen7778,0.0,0
36785,umarhon,3.19,0
36786,SollarInvest,-5.81,0
36787,Marusya0909,3.3,5
36788,Krimator,24.45,2
36789,Toony64,2.41,4
36790,kucherova,59.09,0
36791,nosoc05,0.0,1
36792,Olga_Si,-154.25,10
36793,Germanets,-19.36,1
36794,Galina_pensioner,60.27,2
36795,Polcovodesh80,5.93,0
36796,AKV85,-226.78,0
36797,Ril1982,30.73,6
36798,lilija44,27.04,0
36799,newbrock,25.66,15
36800,Stepus1804,18.69,17
36801,Alex21983,11.13,0
36802,_Kapibara_,11.68,2
36803,Cyxapb83,-55.74,1
36804,Suli_yulia,0.55,13
36805,ALEX55660,2.42,0
36806,Richsmm,56.87,23
36807,Pavlentin,5.36,12
36808,MarquisIQ,-18.08,0
36809,normandian_man,42.87,9
36810,MiguelRedHead,0.38,0
36811,GigaVergil,0.0,0
36812,QueenK,8.94,2
36813,SuhiRabotyaga,-36.3,1
36814,Header,17.81,25
36815,RedSkin,-74.81,0
36816,SkaRzn,-38.85,8
36817,Gavr_A_90,0.62,201
36818,jango1,139.8,1
36819,AstroFinance,-3.46,78
36820,V_e_l_e_S,-133.94,41
36821,Maks1555,29.45,0
36822,BigInc,-0.11,1
36823,ki40lf,10.95,0
36824,Katon79,34.74,4
36825,Trade_Cat,-90.98,114
36826,McJobss,-165.26,1
36827,abobusaerobus,-1.78,3
36828,YuranOZ,-26.08,2
36829,Korshunoff_Igor,40.14,1
36830,AEgorov1026,18.4,0
36831,NO_Drama,-6.41,517
36832,Tapatisha,-483.98,12
36833,GLS_Trade,0.74,119
36834,antonkot.1111,-74.73,1
36835,Gisinalol,7.0,2
36836,Frenk99,153.67,3
36837,RUSLANL750,0.0,0
36838,pahar01,9.21,6
36839,Jenia_jenia,-66.05,5
36840,mikolay,-39.5,2
36841,BOA1971,93.71,19
36842,hitoneoff,-15.64,3
36843,Sir.Carrots,11.56,17
36844,APS412,30.17,0
36845,C3P0,47.36,3
36846,Stanislav_11,66.28,4
36847,Romanov_76,9.14,15
36848,NikolayKV1,-237.56,2
36849,Vampir686,113.89,1
36850,Serega_Investor_Drug,-99.13,0
36851,VinSRolla,0.3,0
36852,sevash1,-33.52,1
36853,Eaglech,1.81,0
36854,Yourich2007,37.5,4
36855,Santa_Roza,17.92,9
36856,fonbeloff,-14.16,3
36857,Szechuan_sauce,-10.43,0
36858,qwert48,-1.26,0
36859,russian_bankster,14.92,2174
36860,VladimirAbramov,-70.34,174
36861,Krist05,2.09,0
36862,Auditortoyota,-197.37,5
36863,meehaly4,-88.45,1
36864,MashaMai,-42.2,31
36865,snt.kway.waiting,-49.64,8
36866,Altairum,21.87,6
36867,lay_arin,-2.5,2
36868,Dmds,-634.31,27
36869,sonic.jz,107.45,18
36870,Plutons,-55.93,4
36871,don_Anrizone,1.83,2
36872,focusordie,1.03,1
36873,novichok41,0.0,1
36874,Meelton,24.8,0
36875,100cian,31.33,2
36876,SHATYCH,47.37,0
36877,lion13,0.13,1
36878,AubbuA,34.68,0
36879,Groov92,0.86,4
36880,_88,-153.96,4
36881,12345zz,0.0,0
36882,Belyakov86,17.96,4
36883,Kazikk,10.86,0
36884,AVA77,52.77,0
36885,Batika021,43.75,4
36886,don_ivanovskiy,0.7,3
36887,SazonovSistema777,0.0,0
36888,Rostovskiy001,15.18,1
36889,na.podhvate,88.83,8
36890,AR97,30.58,35
36891,promising_trader,-68.06,0
36892,YTKAPb,0.37,17
36893,DrMoreau,12.41,6
36894,IrinkaDoc,6.7,3
