,users,yields,followers
36895,no_name34,13.06,0
36896,SKYI,8.65,2
36897,Ang_g,8.01,0
36898,Vl75,-190.03,23
36899,PipetkaZonya,12.36,0
36900,Arturchk,-46.22,0
36901,Vorrrr,24.83,0
36902,bvbnvg,-267.43,6
36903,Alex_ss,0.13,1
36904,Ozonovich,-49.75,29
36905,Petr1234567,-52.16,1
36906,Sila4_Skripa4,27.65,0
36907,yulianna122221111,26.67,0
36908,Rice_Gangster,3.19,524
36909,TooBigtoFail,148.02,11
36910,michael_jr,-40.22,0
36911,AmigoVT,0.0,0
36912,Tceregnikova1992,15.69,106
36913,Dhsjksndb,0.0,0
36914,IRSEN1987,-95.8,2
36915,MMuslimAr,31.09,1
36916,Rim_Valiev,-68.5,48
36917,FunTraders,15.91,107
36918,vladkex,130.15,3
36919,stavtsev57,21.01,0
36920,AzinoMoex,-268.04,12
36921,Sluhai_Svininu,23.59,49
36922,SahaAndrian01.04.2023.ya,26.87,0
36923,KingMonkey,-1.46,10
36924,Casolina187,-17.93,1
36925,AlekseiKyzmin,-176.33,16
36926,guzya_5,6.7,13
36927,Kamshi,12.16,0
36928,ilgrisan,-4.08,1
36929,ALBERTINO_007,-7.28,3
36930,MorskayaMarin,28.21,97
36931,San2ra,-67.26,440
36932,Smotriashiy,0.0,0
36933,Barsuk24,-238.36,1
36934,Jumarsh,3.93,1
36935,lev123456,0.0,0
36936,kodi12,-57.03,5
36937,jerskaterina,-1.88,92
36938,Clinch,0.0,0
36939,Sasashasa,0.0,0
36940,Red.Reit,15.77,23
36941,VGennadich,-29.63,6
36942,SagittariusAlfa,-50.2,5
36943,mashk0v,68.71,2
36944,usavich,0.0,0
36945,Bilklinton,0.0,0
36946,Armagedonnnn,12.75,3
36947,maksim1988s,-3.85,0
36948,Slava_M2,-184.65,11
36949,Moniika,13.72,14
36950,Maksim111006,-6.59,0
36951,Demavv,0.36,0
36952,Alex_coolman,-0.4,0
36953,Tolsty,197.17,25
36954,lopaz_brut,-10.74,0
36955,NataliaBrayn,-82.22,95
36956,Ktelman372,-79.23,0
36957,INVEST_CLUB,18.96,8729
36958,Alik1920,1.89,0
36959,paradox1,-26.64,0
36960,heartsorex,-25.96,11
36961,Aleks555555555,0.34,4
36962,F_B,46.68,9
36963,K.A.E,40.36,7
36964,Kobyla_invest,-74.97,1
36965,DmitrySH21,11.21,0
36966,Misteriox,110.77,103
36967,oladuchek,15.14,0
36968,OLEG.TORGYET,0.0,0
36969,lvk.19,15.53,0
36970,northa,-11.96,3
36971,EvaKirillova,23.76,1
36972,NikRaimon,-18.02,17
36973,AlexandrZ_82_OV,-159.39,3
36974,Ainaris,23.56,0
36975,xambor69,-59.77,8
36976,igordvs,118.52,3
36977,Petrovih123,-228.79,0
36978,znai_birga_nevsem77,0.0,1
36979,Lancer1991,10.66,1
36980,TradeOpiate,1.6,2
36981,fuct,-264.42,0
36982,Kirill.S.M,1.65,1
36983,JoyRoyal,7.01,6
36984,Denis_058,-20.45,1
36985,Evgeniy.lnvestor,0.0,5
36986,santei_,2.45,3
36987,bussinkka,-116.95,1
36988,NekaLime,-108.27,14
36989,In.ves.tor,62.3,2
36990,henryars,-5.72,4
36991,FUTURE.DESIGN,27.69,10
36992,Luminotes,42.03,20
36993,Vadimklv,46.7,4
36994,IvanPetrov95,24.8,29
36995,YuriSergeevich,-5.96,12
36996,Sentinel45,22.23,13
36997,LIMEMAN,-35.34,2
36998,Arxivator,16.17,0
36999,investor_mamkin,-27.85,18
37000,InvestMoscow,-4.5,3
37001,eXtazy,2.52,1
37002,Gogievich,22.48,1
37003,Yarov1997,16.01,2
37004,shvdwxc,-2.35,2
37005,Arm_68_Rus,-134.04,0
37006,Hitman_1960,-273.09,2
37007,popchegg,9.94,0
37008,Ragnar96,0.58,0
37009,al_kor,-17.38,6
37010,a_kulakov,44.25,72
37011,Hidins,19.61,3
37012,rafa63,-12.53,2
37013,R4inbow,13.63,0
37014,maf909,-0.05,0
37015,Inna11nail,72.47,5
37016,gokakbaffett,12.34,5
37017,DivanniyZhdun,-111.33,10
37018,kybik96,-23.68,4
37019,Israfil05,0.0,0
37020,setu,3.72,1
37021,Baraban,2.93,0
37022,Gob,-1.68,1
37023,WwhiteRabbitt,144.75,27
37024,mishlist,22.71,7
37025,TheArtInvest,0.39,10
37026,Kertn,29.33,0
37027,Dmitriy1978Dima,40.17,0
37028,mexx86,-14.01,1
37029,Spam95,23.95,5
37030,Roman1508,-0.24,0
37031,Dimochkeen,68.9,13
37032,LaDogaLa,-76.21,1
37033,Garronat,-27.4,0
37034,serik_,-68.91,39
37035,AsunaTyan,6.11,0
37036,Investment_Capital_177,66.27,4412
37037,Costjara,47.41,7
37038,AlisiX,35.38,3
37039,hellboy27032000,0.62,0
37040,Nmtnmt,-15.67,0
37041,Miller_ne_Gazprom,72.08,22
37042,majastic,-34.71,35
37043,Serj163,-46.35,0
37044,Sten_Kubrik,7.38,160
37045,mafysail,31.11,4
37046,Gymi777,-82.79,0
37047,voyage35,0.88,69
37048,Investor2021I,33.09,120
37049,headshot_198,38.06,65
37050,Roman_Stone23,11.35,2
37051,Alexm530,-0.99,0
37052,Denegnik_2,34.82,6
37053,_Romar,-81.07,801
37054,vvvel2,-126.6,0
37055,Xiongmao79,10.33,4
37056,SergeyO,-0.76,17
37057,Shous,-34.47,7
37058,Allsound,2.4,0
37059,EtoPro100,-31.77,113
37060,CuprumH2O,-2.93,2
37061,Gilionprime,90.31,37
37062,otika,11.84,18
37063,mark_mashina,43.01,3
37064,StLem,29.38,0
37065,a_kruglov,33.19,6
37066,Multi_zadachnaya,4.34,3
37067,bablodobro,-43.7,7
37068,Sokolik24,0.0,8
37069,KapJleoHe,-0.52,1
37070,Slavik5,1.05,0
37071,xam95,0.15,0
37072,LONGUST_PROFITOVICH,-74.13,10
37073,VladimirZhu,61.17,11
37074,Uliycesar88,45.34,2
37075,yura_100,18.14,1
37076,brat_maksat,149.42,0
37077,perez49,3.85,0
37078,Dantr,38.24,1
37079,CATYR,22.8,16
37080,Pipij23,-16.62,1
37081,Kostin_L,42.18,2
37082,Halyava_Pridi,-141.63,80
37083,divik,18.65,2
37084,Crench,-31.06,1
37085,Satanail666,-1.97,185
37086,Ask_Bid,-18.42,163
37087,stasmuravev,-87.55,11
37088,DragMetKill,-28.35,2
37089,Savarety,12.07,0
37090,Medwed77,-5.83,31
37091,AlexGTS81,16.75,0
37092,Kulta,-73.42,0
37093,Pro_investors,52.18,34
37094,Fast_Nuts,89.54,0
37095,ALEX_NEVINKA,0.0,0
37096,_burn_men_,-23.64,1
37097,MAKSIM_ALEKSANDROVICH,36.46,8
37098,Zilya761,18.3,6
37099,Pluha1Lemon,49.57,2
37100,Vadim266888,-121.94,6
37101,Alexangratuliren,38.94,0
37102,AlexIQ007,52.84,64
37103,ZBEPEB,61.08,11
37104,nuts83,34.76,21
37105,Alexa78,59.58,3
37106,RickSanches140,-154.37,5
37107,Velikolepny23,-1.0,92
37108,Ksskk,-41.79,51
37109,AndreyBrat,2.06,1
37110,Bablobot,0.0,2
37111,koplyu_bablo_na_E60,9.42,3
37112,Vaper,-133.05,0
37113,spaikloo,-20.35,1
37114,Murrzik,-166.56,0
37115,Konstantin_Invest.007_27,12.26,75
37116,AlexChief,-25.12,1
37117,YuraRa,86.66,5
37118,Slavaaa444,11.22,2
37119,_GrandMaster,55.13,2
37120,alex_400,48.57,0
37121,naHukAaa,27.65,2
37122,Arkka,1.05,0
37123,vdm777,341.91,221
37124,BulkaShmulka,7.68,8
37125,Steskot,113.99,171
37126,ElegantGentleman,0.0,419
37127,The_Shikardos,2.32,0
37128,Homikoff,0.0,0
37129,A1_Cap,7.58,33
37130,Salitar,172.49,21
37131,ABASHEV,-58.57,3
37132,mavro228,22.75,1
37133,A1eksis,7.28,0
37134,D.NC,0.0,0
37135,M_____________,19.06,15
37136,Parhomiy,1.81,0
37137,Gedonist01,-48.43,1
37138,OlegR,-8.67,4
37139,PavelBulaev,8.45,3
37140,CoffferNhk_LTD,-61.08,0
37141,Uzlovoy,29.71,0
37142,TheLowerDepth,-0.93,0
37143,konev_ga,-36.25,2
37144,RinG,-91.83,52
37145,smails429,11.08,0
37146,Vasili29,-84.13,4
37147,Ural1428,0.0,0
37148,the.mur,0.0,0
37149,inv_naminimalkax,0.0,0
37150,miliard_01,13.99,5
37151,Inside1337,-0.92,0
37152,IgorTigr,0.0,0
37153,Ksig,-317.84,0
37154,steam9,15.18,14
37155,Evgen9678,-0.48,0
37156,Kanacs,-5.09,0
37157,KsuAngel,-15.08,872
37158,Vladislav_ykt,-26.38,179
37159,Price_Action,9.63,21
37160,ArenEger,20.21,0
37161,axe_093,44.72,0
37162,efil555,270.69,44
37163,LuckyBoy63,1.16,1
37164,Secretsss,21.27,5
37165,kuzina59,-46.56,7
37166,hoper_tx,2.02,2
37167,CBolo4b,64.24,4
37168,ErnestSpahic,84.26,69
37169,xADRENALINEx,2.46,3
37170,GuzikSh,-93.58,0
37171,Player0901,56.53,13
37172,jopedjo,3.84,0
37173,lol_,0.0,0
37174,Lexus056,-74.17,0
37175,Alec1975,55.67,7
37176,lena_khrust,26.0,0
37177,VoroninaY,5.64,5
37178,Luskard,4.63,7
37179,MrVinchester,0.0,0
37180,ArthurPro,19.64,6
37181,azinotka,22.48,58
37182,what.s,-25.45,13
37183,AGRO2023,-97.94,28
37184,Paris_Hilton,-72.42,1
37185,Gigrop,0.0,0
37186,Miracle__,-23.74,6
37187,incubus21,-31.79,2
37188,Jake_Bovio,-24.02,2
37189,lAhmadl,-525.48,2
37190,Dikkoy,-130.63,1
37191,Serafim888,4.99,2
37192,Martovskiy_Kot,769.4,1
37193,zoro111,0.11,0
37194,R1817,0.94,0
37195,Invest_Ralf,-1.48,2
37196,galvas59,30.01,0
37197,19_Reton_98,14.32,0
37198,Faizullin__Dinar,41.4,15
37199,bludnyak_expert,114.41,270
37200,Suvorich02,0.0,3
37201,Romchiksava,-91.37,0
37202,alex_semilutskii,-15.54,1
37203,Denchique,3.24,1
37204,Alabama12345,-0.05,0
37205,88Akvagen,26.37,13
37206,invest_agent,-44.63,26
37207,mikhailak,-99.42,1
37208,garry_plotter,-16.84,2
37209,bakhoff,0.59,0
37210,IraLida,63.18,5
37211,Petricheva,18.47,1
37212,MR_Black_18,-70.06,43
37213,Krendellek,36.93,49
37214,Smith_investor,-96.0,11
37215,nikined,6.76,1
37216,Alfa4Proz,31.92,24
37217,Kampfwagen,31.58,2
37218,H_Kristina,27.58,1
37219,GuruHomiak,-2.79,1
37220,Mr.Matushkin,-10.82,5
37221,Rew0Lut,-105.29,3
37222,Saxalinec,-2.27,3
37223,VentureInvestments,27.88,15
37224,E.Goncharova,33.09,5
37225,Tema14.09,-87.24,25
37226,ELENA_TROYANSKAY,9.71,40
37227,Alex_dry,128.57,11
37228,Andrey_47reg,-119.56,4
37229,Nikki_Kors,-158.62,2
37230,Taxi53,0.0,0
37231,Honest_money,-13.95,16
37232,glebrash,13.7,0
37233,Vladimir1985,21.36,29
37234,Mozjechek,-15.16,2
37235,HolyInvestor,2.44,82
37236,Scherchan,4.02,34
37237,Tott_Kot,30.3,5
37238,mmaloi,28.07,0
37239,mrezzvy,-2.92,0
37240,z2y9x5,-99.49,0
37241,Zakh24,-4.99,4
37242,Victoria_Business,0.0,1794
37243,kuningas78,-51.9,7
37244,BiopsychoZ,21.57,0
37245,Orb,-2.33,0
37246,Amrisa,-78.58,12
37247,10000do.yanvarya,21.31,7
37248,All_or_nothing,-47.06,0
37249,Money_laundering,-284.18,1
37250,Tana_bada,-53.87,16
37251,StasRadion83,-136.31,1
37252,Maksim_4ik,0.93,40
37253,roplin,-16.61,0
37254,Kitkat2,16.82,7
37255,MR_Pop,-10.42,0
37256,Max.Gol,-20.87,44
37257,Petr.Inv,12.39,2
37258,r_2_d_2,0.0,0
37259,Solvich,18.9,1
37260,TothemoonProfitovich,187.49,0
37261,andragora,11.53,70
37262,Maxim_86,25.17,0
37263,ParaBellum62,11.71,1
37264,alexkent55,24.39,46
37265,TanuchaM,20.19,0
37266,xNik,0.0,0
37267,ewe1evgeniy,3.01,2
37268,Sanpet,30.91,1
37269,jekisso,16.03,0
37270,Ivan_nv,-12.24,1
37271,NT13,0.0,0
37272,Invest1000,30.05,343
37273,KotletavRakete,-42.67,0
37274,ShoTiT,-26.76,3
37275,Tushkanchik83,20.6,188
37276,_polus_,-4.04,0
37277,MikeCarver,-134.76,1
37278,StasRo,-47.12,7
37279,BiscuitJerry,5.88,1
37280,Meme203,-11.78,1
37281,SLI,16.53,3
37282,Dedylllka,-8.62,2
37283,SergeyM65,61.06,76
37284,IMOEX_,-1.58,5
37285,man105,-161.62,248
37286,Homychello,2.17,1
37287,kotrvn,17.15,6
37288,evoze,29.27,1
37289,_money_makes_money_,0.0,0
37290,GGoblin525,17.22,10
37291,peshunov,-53.1,6
37292,Inwestdom,-233.01,8
37293,volk.strit,-226.72,1
37294,Phil_osophy,-0.66,0
37295,Shtermannn,-2.55,0
37296,DougTheHead,90.93,4592
37297,RAbramovich,0.0,1
37298,Svetik5910,0.0,0
37299,Passive_invest,0.0,0
37300,Pterowzawr_Pooi,79.45,6
37301,Nemesida_2000,0.0,0
37302,Xoxutenok,17.16,493
37303,Sim243118,-140.64,3
37304,EPES,0.0,0
37305,domien,108.77,20
37306,Tr0sT,5.22,402
37307,enfant_terrible,-329.28,23
37308,IronGreg,-9.24,3
37309,MOVOTakem,3.25,0
37310,murashvchat,96.23,3
37311,79640045982,-44.68,35
37312,mishxxxxx,-8.09,1
37313,RGS69,30.92,14
37314,988rus,39.34,18
37315,whyy,-8.64,2
37316,Vladislav2819,-73.77,0
37317,Alex92532,-133.83,0
37318,Medvedzavod,-1.4,0
37319,aleksey_region47,-38.14,7
37320,deniskochetovv,-92.39,4
37321,Asail,-1.27,15
37322,irisha.fm,22.85,214
37323,maxi5,33.52,1
37324,MasterNap,6.34,2
37325,Zero3,26.0,1
37326,Koper87,28.09,2
37327,Asanche,-4.53,4
37328,Top_G,26.5,0
37329,dimidroll54,-37.24,3
37330,Shamil1380,-77.14,13
37331,Tohet,8.7,0
37332,Dejmoss,-33.07,7
37333,Oleg.berd,49.82,0
37334,slava2008,6.04,1
37335,BarsikTreid,5.04,2
37336,John_Dow_,17.27,77
37337,DollGGosrok,0.0,0
37338,Svyat66,-3.14,0
37339,i__one,18.34,0
37340,Poli97,-105.9,1
37341,Chef_trend,-81.16,14
37342,Snebjorn,49.22,0
37343,GPAJ21,1.64,3
37344,Naur_05,4.85,0
37345,frutt,29.31,1
37346,Yurik,0.0,0
37347,Fred.M,40.93,9
37348,KoT173,-1.12,24
37349,coolman2004,-291.83,2962
37350,BLACK_Cat_InVesTING,-23.56,4
37351,Podrez_,16.28,5
37352,Scrooge29,18.25,2
37353,Volodya_Owl,14.6,2
37354,AlexFatalex,27.53,0
37355,RomanPRVLV,0.0,0
37356,BigFortune,14.64,6
37357,sergo39_regioon,0.0,0
37358,Fixkau,-26.67,1
37359,metaloprokat_proflist,-192.12,14
37360,VaskoDeGames,-50.28,145
37361,Gloopi4,6.4,3
37362,TanyaTradeTT,49.45,2189
37363,korsar6,5.4,3
37364,NewNix,0.0,0
37365,Xopowuu_Ap6y3,31.63,1
37366,avatar24,-188.18,14
37367,ZadrotGAN,10.37,11
37368,twinkleee,20.32,0
37369,Evro1Invest,5.88,1
37370,Dhereign,-17.44,7
37371,Tydasyda13,0.47,1
37372,Ricca_storia,60.67,6
37373,Ys83,39.39,5
37374,N1bobr,9.98,3
37375,Saku_Santeri,-41.44,20
37376,Dmitriy_101,4.21,1
37377,4uRuk,0.0,0
37378,AlexanderB_86,-110.53,0
37379,StarkIndastris,-3.09,0
37380,qweyytr,4.12,0
37381,Zagorsk,58.28,330
37382,Sports_man,-239.28,3
37383,SOBKOBOD,-23.59,1
37384,iq211,-82.98,49
37385,Kuzya,-7.94,98
37386,Batman_27.98,-0.32,84
37387,AwesomeAlex,-26.62,31
37388,Vovarus27,1.6,3
37389,Bodrof,181.94,36
37390,SMART_OPT,4.09,8
37391,Angryy,4.76,19
37392,kasv72,0.0,0
37393,Ekaterina774,-44.6,15
37394,BestDad,-19.89,2
37395,yamik666,27.79,1
37396,AnaIitik,-29.44,1
37397,Riccer,4.97,13
37398,KryMira,47.34,3
37399,JolyWoolf,1.83,1
37400,Nekrasoff_nur,-4.56,4
37401,Michaelco,2.84,1
37402,Short_or_Long,-5.06,178
37403,Gakonda,35.47,8
37404,Buffetullin,3.88,38
37405,Mansurow,13.45,13
37406,MikhKhom,-18.05,2
37407,Good_buy,19.16,10
37408,RareTreasure,0.0,0
37409,Aleksss_777,14.21,3
37410,Natusik19800,-52.48,2
37411,Broker_Pipiskin,32.91,42
37412,vlad00010011,-16.22,0
37413,nek.it_32,-18.6,1
37414,kirillsberfan,43.53,0
37415,Serg_Serezha,19.87,0
37416,Pepan,-177.66,1
37417,Android177,47.83,258
37418,Sulik709,0.01,0
37419,musulmanka_invest,-0.84,3
37420,77fartanylo77,-28.77,7
37421,Aliss33,0.0,0
37422,Soul_,193.52,3142
37423,XccssbbX,1461.91,8
37424,invest.aa,-74.75,1
37425,nikolay1250,-57.12,0
37426,Ravus666,19.97,0
37427,Assasin87,5.39,2
37428,rishkat,48.34,8
37429,Jonny_B,31.06,10
37430,3_dnia_invest,4.88,2
37431,jer_rry,16.66,3
37432,romanyuksts,21.38,27
37433,N3caX,0.0,0
37434,_DaleCooper_,2.61,0
37435,setevick,168.0,54
37436,Boriska_molodec,160.24,12
37437,Gastigs,31.99,1
37438,InvestBooks,-103.47,231
37439,magameh,-7.53,0
37440,SaintlZone,-2.54,9
37441,Xomiak001,6.76,10
37442,Lana.invest,38.19,34244
37443,kokoleos,0.25,0
37444,Rina_N,-12.45,19
37445,nightguest404,108.24,6
37446,maksimenk000,19.64,0
37447,koskub,-24.26,0
37448,Butyaoo,-7.79,1
37449,hasker228,9.49,0
37450,Podo_Invest,161.68,6
37451,Hant86rus,10.18,15
37452,ShortDepo,-20.54,454
37453,Nickiname,-35.96,0
37454,InvestSoreva,27.06,12
37455,Markvladi,106.17,0
37456,iLinee,3.3,0
37457,maximys88,15.72,2
37458,Li1mb,0.0,0
37459,trippleONE,-9.99,0
37460,newV,3.51,1
37461,kajto,0.0,0
37462,D.twoRS,22.11,0
37463,tosay2,0.0,0
37464,Karetnikov,-56.3,4
37465,SyaInSky,0.0,0
37466,Littleblack,-13.15,0
37467,alexander_aa,46.01,6
37468,Easy_Squeezy,0.3,119
37469,Leerun,10.39,0
37470,Eto_traiding,6.55,1444
37471,Strikach,6.67,0
37472,SalmanAbuFaris,7.16,0
37473,lunov,4.69,2
37474,Yulya72,41.52,2
37475,damnit,74.43,96
37476,one_bu,0.43,1
37477,MaxIdrisov,3.69,4
37478,NePusk,-6.66,1
37479,Kadim24,52.7,49
37480,Alex_Nikolenko,33.1,0
37481,INVEST0R,5.43,8
37482,Trader_OT_BOGA111,-67.33,83
37483,SlothSPB,10.45,8
37484,Tony_GPC,10.31,0
37485,Mihendy,0.0,0
37486,Zemlankindmitrij3,0.12,0
37487,Zannetka,19.96,9
37488,GoldenPenguin,-3.41,1
37489,Karl.Gustafson,22.1,11
37490,AleksandrVolnyi,-9.25,1
37491,Daycode,-1.23,5
37492,Monachka,-1.95,3
37493,Small_Prize,12.17,34
37494,Nvan_Danuna,-97.66,133
37495,sanchelo1990,-1.27,2
37496,markus6,80.53,145
37497,Dzerghinskiy,2.99,0
37498,Tratyak,1.94,0
37499,Mirchat,-13.2,0
37500,Konservator77,-2.9,98
37501,Sidney777,-28.51,0
37502,Aleksandr_PB,-264.99,0
37503,EvilPride,-0.22,2
37504,znod,20.1,1
37505,Romymy,18.5,2
37506,Nadia.ru,-119.35,3
37507,stom47a,9.97,0
37508,Dimarik_123,-88.39,2
37509,Investor_noob_no_skill,29.46,0
37510,Pro_corp,10.64,0
37511,Eis55,0.0,0
37512,nikizoiberg,-250.76,0
37513,Sardar,14.04,10
37514,CHELS,30.83,0
37515,Koldun007,8.85,0
37516,Lena_Lucky,58.63,155
37517,BarSnow,-37.98,1
37518,kirsanov_kirill,-12.04,6
37519,skvid,5.51,0
37520,TihohodVod,-9.57,4
37521,ASPCT_billionaire,29.72,2396
37522,benber77,16.8,7
37523,SweetKing,54.0,3
37524,OlgaDrog,27.91,3
37525,espiridonov,48.48,0
37526,RikkiWow,-0.04,108
37527,Medveshonok,-45.9,0
37528,antuanetgrifin18,0.0,0
37529,321german,-32.07,0
37530,ziyazitdinov,18.12,6
37531,Gnom1234,-58.17,0
37532,1314alex,13.39,2
37533,King1212,-1.47,0
37534,Andruha74,55.75,0
37535,malexxx83,20.83,1
37536,NewVasyukl,128.5,0
37537,ELVOVNA80,0.45,78
37538,andrei7337,9.0,0
37539,BAluZiw,-189.48,4
37540,Altai004,-11.06,0
37541,mifrun,59.84,46
37542,caikos,-234.4,2
37543,odise,16.77,3
37544,1234567789000,14.12,0
37545,Mr_Chomba,-102.44,15
37546,FedotoFF,1.33,0
37547,FinWay,-36.94,1
37548,Renat_Sirius,38.14,0
37549,Gumer_invest_7,0.0,0
37550,Playerwithfire,-30.4,51
37551,paravozik_kotorui_smog,43.44,4
37552,ypite,-4.03,1
37553,PIMMA,27.41,4
37554,InvestorkaChris,120.32,365
37555,Mura1304,-30.34,1
37556,NINTENDO_8_BIT,15.46,0
37557,Shmel909,-94.14,0
37558,Max_rentier,-9.43,3
37559,Marie95,21.65,1
37560,sun_beam,19.24,1
37561,Vanderer,36.96,1
37562,DO15,6.62,0
37563,Alena_Know,4.36,14
37564,AlexVoron91,-1.45,2
37565,Yuriy_Gagarin,-16.77,10
37566,prxltrt,-78.91,0
37567,3DTechnology,-142.27,0
37568,KnightCapital,-199.17,6
37569,Egorik77,-80.08,0
37570,GrafiniaL,3.35,1
37571,crytess,-27.71,2
37572,SolliriR11,44.49,1
37573,Roman_52rus,0.0,0
37574,_Ronni_,-247.65,1323
37575,Valentin_Vladimirovich,-48.36,4
37576,LoyAlty94,-15.36,6
37577,Milkyway93,2.01,4
37578,Nickusa,28.68,12
37579,Kamilseller,34.84,3
37580,Randle87,63.73,0
37581,Roman_Zhechev,-39.19,67
37582,Rysaw,0.0,0
37583,Alex_Novikoff,27.87,3
37584,VoLa_investment,42.23,615
37585,QuietTrader,5.23,22
37586,MattShiro,32.05,10
37587,Karenina96,72.18,769
37588,Novichonok1987,-265.82,1
37589,Alexsvat69,-51.07,10
37590,Batia_Makara,3.25,3
37591,VirtuAll,-9.39,66
37592,CTPONTEJlb,10.02,0
37593,win_win_,-42.09,0
37594,boss200,42.15,0
37595,Shumely,59.66,9
37596,sotnik,-110.59,4
37597,rumne,35.49,2
37598,Chempion1989,-15.11,0
37599,Arwe,77.6,25
37600,Jull2202,33.69,0
37601,makarenna,17.09,2
37602,Tesla_D,44.45,0
37603,ughh,-32.46,0
37604,kill05,-162.04,9
37605,kolan2233,-3.81,2
37606,EagleK,52.74,1
37607,Arshavir01,0.96,3
37608,Annik,4.43,2
37609,DimoonNeva,12.06,1
37610,Lilya102,16.25,0
37611,DAG05Vezunchik,49.74,7
37612,trilliardbilliard,5.46,317
37613,Dark.Moriarty,36.13,25
37614,Silent_Hill8545,26.56,0
37615,02podarok,34.08,2
37616,Absolent,23.14,4
37617,chudiks,-57.35,6
37618,BASHDASH,15.32,0
37619,asket163,-0.16,0
37620,Staiver,-47.12,1
37621,23RAsvet,-61.54,5
37622,_Bugs_Bunny_,29.39,2
37623,Lampas,11.04,11
37624,Huddl,-2.14,0
37625,CharlieChaplin777,0.0,26
37626,snejinka80,0.0,0
37627,Nikita_Evseevv,9.55,0
37628,Investor2503,-4.39,0
37629,nyakyta,15.55,1
37630,emerald_touch,45.59,0
37631,hdr,-41.21,7
37632,Tbc65,32.15,1295
37633,bondass,0.0,0
37634,Simba911,-37.82,21
37635,levkireev,-85.95,0
37636,Milenkin,-518.69,0
37637,AlexanderKnyazkin,3.84,0
37638,Pribitkov,-231.27,0
37639,Alex312985,0.0,0
37640,komilffo,9.98,11
37641,RuslanI86,156.1,5
37642,Henta14,9.61,4
37643,Valimass,-1.86,0
37644,sol747,-244.96,0
37645,Vladimir_1986,29.41,0
37646,PaladiusSs,104.55,3
37647,Dollarmillionaire,7.46,530
37648,0d1,36.2,11
37649,Massemi,38.19,10
37650,MaryFil,47.03,0
37651,evqesha,4.83,0
37652,Abram_Kerzhman,-6.54,2
37653,PERFEKTOR,5.64,0
37654,Chaosmaster,-46.67,16
37655,Yuri_Krasnov,11.75,1
37656,Qwekekqwee,4.11,0
37657,Obvintsev2020,29.4,1
37658,v.sapunov,-125.31,16
37659,Pipij,0.0,0
37660,sadyt,21.07,0
37661,MUAQ,6.16,2
37662,Murtuz_MsKBank_Tochka1,4.85,3
37663,drankbite,-88.18,0
37664,3Lant,19.29,1
37665,Bugaltersha,19.81,1
37666,bogomoliy,-116.35,0
37667,Vaimix,20.55,0
37668,Johan88,-3.36,4
37669,urist_moskva77,0.0,3
37670,7warrior7Consciousness7,-13.67,3
37671,SRvip,16.69,200
37672,viktoriachka,-179.19,42
37673,VeraTrade,61.97,26
37674,monri,-1.38,1
37675,MaximumPROFITa,78.43,2
37676,zubryk,34.09,6
37677,makeymk,17.67,0
37678,Moongray,-49.2,329
37679,ScrappyINV,5.53,1
37680,Nachalnik31,-191.15,7
37681,Zuzuna,-50.48,1
37682,Shepardd,56.58,6
37683,krychy_verchy,-41.14,0
37684,vladislavii,9.05,1
37685,Balamyt007,-129.7,0
37686,matan94,24.86,0
37687,Speedy_Gonzalez,-309.37,270
37688,Patin_Aleksey,13.93,3
37689,Sasha_Ambush,2.48,3
37690,Winner2213,22.69,6
37691,Mikhaylof,0.0,0
37692,Sazonof,12.7,236
37693,PureHeart,2.72,9
37694,andrey4813288,-14.36,5
37695,jgry,17.91,1
37696,Olympionik,1.42,0
37697,SpaceRocketKat,4.96,120
37698,Nureles,46.58,1
37699,Invest.Khetoshka,0.0,0
37700,tizic,0.0,0
37701,Ohmydreams,18.98,55
37702,Aleks103,-23.13,5
37703,upiter21,28.52,0
37704,vtcm87,-14.84,0
37705,winro,28.21,1
37706,ELenaC,9.71,0
37707,zzMinistr,0.0,0
37708,Tatyana1953,-0.06,1
37709,Marya_Ivanovna_,46.9,6
37710,Antoxa_29,-141.83,4
37711,Kapriz_Angelov,25.65,86
37712,An_Akra,-52.66,0
37713,mila_mila28,-0.96,2
37714,elesat,-20.78,1
37715,maxvel,-22.07,31
37716,Yuninger,33.7,1
37717,Vi_ru_S,32.63,0
37718,dima9495,-2.85,0
37719,NyKa1,9.75,2
37720,Ken4ik_Ken,-22.86,3
37721,Suboivan,-435.87,6
37722,ZAGOD247profit,-22.68,1
37723,Alexey2551,-4.33,0
37724,vik.k,13.06,13
37725,rawfull,29.68,5
37726,Eugeneer,0.0,0
37727,migelka,0.0,0
37728,Mufasa77,-3.73,11
37729,Mentolka,5.7,0
37730,StPatrickBateman,18.42,2
37731,Bertezzza,14.26,32
37732,givemeajointtt,-43.2,2
37733,KAE33390,-13.14,2
37734,Nikiton4ik,24.97,69
37735,VolkV1,-4.15,0
37736,Caxarok13,28.95,0
37737,Temp0R,13.21,51
37738,MolodoyWarrenBuffett,44.7,7
37739,InvestWithoutComplexes,10.23,4
37740,KoreanMen,5.91,0
37741,Irinainwest,-65.92,1
37742,Iwan161,0.54,0
37743,Pens_v_Pensne,60.88,11
37744,McS,66.88,10
37745,antonyany,44.02,1
37746,Dozan,134.08,14
37747,Ioann_1,-32.41,1
37748,Den4ik84,27.41,174
37749,Kos_008,0.96,2
37750,Grenya,9.09,59
37751,Largus55,8.43,0
37752,Gravicap,-63.05,0
